Country;ID;qual;year;pop;fert;birth;mort;N=workforce;dN;K;c;v;s;gdp;delta;gamma;alpha;r;requil;s/v;K/v
Finland;FIN;1973;A;4666000;1.504;0.012199999999999999;0.009300000000000001;2245039;0.023497141920474432;143441382631;14160613799;3.972069258421E10;2.003140776679E10;73912714150;0.10;0.06;1.20;0.14;0.15;0.50;3.61
Finland;FIN;1974;A;4691000;1.625;0.013300000000000001;0.0095;2297791;0.0017125143235394342;153371675893;15565170160;4.1927925168042E10;2.0439851080958E10;77932946409;0.10;0.04;1.19;0.13;0.12;0.49;3.66
Finland;FIN;1975;A;4711000;1.688;0.013900000000000001;0.009300000000000001;2301726;0.04435931991905205;162112319067;16684037625;4.5508662357102005E10;1.6068112325897995E10;78260812308;0.10;0.03;1.29;0.10;0.14;0.35;3.56
Finland;FIN;1976;A;4726000;1.72;0.0141;0.0094;2403829;4.663393277974432E-4;166214051108;17099859218;4.6068085867923004E10;1.4192400620076996E10;77360345706;0.10;0.02;1.42;0.09;0.08;0.31;3.61
Finland;FIN;1977;A;4739000;1.69;0.013800000000000002;0.0092;2404950;-4.943969729100397E-4;169285860811;17056833924;4.5871574754245995E10;1.5888730074754005E10;78817138753;0.10;0.01;1.12;0.09;0.10;0.35;3.69
Finland;FIN;1978;A;4753000;1.652;0.0134;0.0091;2403761;0.011682109827058513;169967338217;17535062359;4.45447682618085E10;1.7964676588191498E10;80044507209;0.10;0.00;1.18;0.11;0.10;0.40;3.82
Finland;FIN;1979;A;4765000;1.642;0.013300000000000001;0.0091;2431842;0.01703852470678605;173595251055;18556360008;4.599842334782761E10;2.1439651768172394E10;85994435124;0.11;0.01;1.16;0.12;0.11;0.47;3.77
Finland;FIN;1980;A;4780000;1.63;0.013099999999999999;0.0092;2473277;0.013222942678883118;179854609681;18930418481;4.9385292996929504E10;2.2616516467070496E10;90932227945;0.11;0.02;1.03;0.13;0.13;0.46;3.64
Finland;FIN;1981;A;4800000;1.65;0.0132;0.0092;2505981;0.014359246937626422;184323140300;19111694708;5.1369581528514206E10;2.2210137564485794E10;92691413801;0.10;0.03;1.10;0.12;0.13;0.43;3.59
Finland;FIN;1982;A;4827000;1.72;0.013699999999999999;0.009;2541965;0.00587065518211305;189536765168;19525501144;5.23694250677874E10;2.40725010702126E10;95967427282;0.10;0.03;1.00;0.13;0.14;0.46;3.62
Finland;FIN;1983;A;4856000;1.74;0.013800000000000002;0.009300000000000001;2556888;0.007039807766315928;194072130509;20481998079;5.36868729452891E10;2.44658395127109E10;98634710537;0.11;0.03;0.97;0.13;0.15;0.46;3.61
Finland;FIN;1984;A;4882000;1.7;0.0134;0.0092;2574888;0.008154529439727087;197250726374;22039289041;5.50906649355936E10;2.4833149735406403E10;101963103712;0.11;0.02;1.02;0.13;0.14;0.45;3.58
Finland;FIN;1985;A;4902000;1.64;0.0128;0.009800000000000001;2595885;-8.051204117285627E-5;200486924157;22314375251;5.7560891984470795E10;2.4288489522529205E10;104163756758;0.11;0.02;1.05;0.12;0.12;0.42;3.48
Finland;FIN;1986;A;4917000;1.6;0.0124;0.0096;2595676;-0.004938212627461979;203582585489;22456531606;5.89596890420475E10;2.51053494369525E10;106521570085;0.11;0.02;1.03;0.12;0.12;0.43;3.45
Finland;FIN;1987;A;4932000;1.59;0.012;0.009699999999999999;2582858;-0.0035034833506139324;207049995808;23384462939;6.0880625463794495E10;2.5886215132205505E10;110151303535;0.11;0.02;1.13;0.13;0.12;0.43;3.40
Finland;FIN;1988;A;4947000;1.7;0.0128;0.0099;2573809;0.014519336904952931;212893693120;24920918233;6.32800090531362E10;2.80798684748638E10;116280795761;0.12;0.03;1.25;0.13;0.13;0.44;3.36
Finland;FIN;1989;A;4962000;1.71;0.0128;0.0099;2611179;-0.0018972272678357172;223002748197;25518690512;6.56787026627412E10;3.2212420171258797E10;123409813346;0.11;0.04;1.04;0.14;0.14;0.49;3.40
Finland;FIN;1990;A;4986000;1.78;0.013099999999999999;0.01;2606225;-0.013557923817015032;231089429564;24809816693;6.8196782978240005E10;2.8773369932759995E10;121779969604;0.11;0.03;0.86;0.12;0.14;0.42;3.39
Finland;FIN;1991;A;5014000;1.8;0.013;0.009800000000000001;2570890;-0.01764797404789781;230980066729;24760405490;6.686403654559E10;2.1704433465410004E10;113328875501;0.11;0.01;1.00;0.09;0.10;0.32;3.45
Finland;FIN;1992;A;5041000;1.85;0.013300000000000001;0.0099;2525519;-0.00874632105321718;227862751017;23992748821;6.19953276413762E10;2.2074199363623802E10;108062275826;0.11;0.00;0.78;0.10;0.12;0.36;3.68
Finland;FIN;1993;A;5065000;1.81;0.0128;0.0101;2503430;-0.006146367184223246;221101562504;24939940988;5.65782627401173E10;2.3861313388882698E10;105379517117;0.11;-0.01;0.82;0.11;0.11;0.42;3.91
Finland;FIN;1994;A;5086000;1.85;0.0128;0.0094;2488043;0.008164247965167805;215636182280;25472605423;5.508234606498E10;2.8605464812019997E10;109160416300;0.12;-0.01;0.82;0.13;0.14;0.52;3.91
Finland;FIN;1995;A;5105000;1.81;0.0123;0.0096;2508356;0.004121025883088366;213551554402;24638081775;5.7594077592223206E10;3.3002089516776794E10;115234248884;0.12;-0.00;0.66;0.15;0.18;0.57;3.71
Finland;FIN;1996;A;5120000;1.76;0.011800000000000001;0.0096;2518693;-0.005329351373907022;210778565819;24837896439;5.93001624256002E10;3.3731474877399803E10;117869533742;0.12;0.01;0.77;0.16;0.16;0.57;3.55
Finland;FIN;1997;A;5134000;1.75;0.0115;0.0096;2505270;0.009489595931775816;211920857416;24867774168;6.12656674144888E10;4.00314418905112E10;126164883473;0.12;0.03;0.73;0.19;0.22;0.65;3.46
Finland;FIN;1998;A;5147000;1.7;0.0111;0.0096;2529044;0.017995337368586706;216307565398;25150509901;6.4138908510805504E10;4.452845872319449E10;133817877135;0.12;0.05;0.64;0.21;0.28;0.69;3.37
Finland;FIN;1999;A;5158000;1.735;0.0111;0.0096;2574555;0.011890598569461518;219740190435;25566851110;6.66833245719056E10;4.713804457709439E10;139388220259;0.12;0.04;0.68;0.21;0.25;0.71;3.30
Finland;FIN;2000;A;5169000;1.729;0.011;0.0095;2605168;0.006617231595044926;226071582317;25947811196;6.88863139549308E10;5.12352428620692E10;146069368013;0.11;0.04;0.62;0.23;0.26;0.74;3.28
Finland;FIN;2001;A;5180000;1.726;0.0108;0.0094;2622407;0.0013602007621242621;231991081038;26861454376;7.12299903972578E10;5.17402556837422E10;149831700457;0.12;0.04;0.59;0.22;0.27;0.73;3.26
Finland;FIN;2002;A;5193000;1.718;0.0107;0.0095;2625974;-0.004072012898832966;235582838321;28545629938;7.23423343312635E10;5.1251540107736496E10;152139504377;0.12;0.03;0.62;0.22;0.24;0.71;3.26
Finland;FIN;2003;A;5204000;1.76;0.0109;0.0094;2615281;-0.0025725725075049295;238565402535;30434448833;7.47564133319201E10;4.9616371904079895E10;154807234069;0.13;0.02;0.72;0.21;0.21;0.66;3.19
Finland;FIN;2004;A;5215000;1.8;0.011;0.0091;2608553;0.008085325465880892;243712143675;29834225723;7.8516329849084E10;5.2148892197916E10;160499447770;0.12;0.03;0.82;0.21;0.19;0.66;3.10
Finland;FIN;2005;A;5223000;1.803;0.011;0.0091;2629644;0.008478333949386305;256698355210;27772495212;8.13493849798496E10;5.6761857532150406E10;165883737724;0.11;0.02;0.72;0.22;0.19;0.70;3.16
Finland;FIN;2006;A;5231000;1.837;0.0112;0.0091;2651939;0.006526545293839715;269923324377;27526141849;8.425990112513881E10;6.130331841686119E10;173089361391;0.10;0.03;0.74;0.23;0.18;0.73;3.20
Finland;FIN;2007;A;5238000;1.829;0.0111;0.009300000000000001;2669247;0.008190699474421064;287521670586;27821705935;8.699197338057649E10;6.798096951942351E10;182794648835;0.10;0.03;0.62;0.24;0.22;0.78;3.31
Finland;FIN;2008;A;5245000;1.846;0.0112;0.0092;2691110;0.0;301724915166;29674593771;9.11646474363596E10;6.3406206319640396E10;184245447527;0.10;0.03;0.69;0.21;0.18;0.70;3.31
France;FRA;1964;A;49357000;2.901;0.0182;0.0108;20721535;0.005904244063000159;760698545690;74905806867;2.879645762798838E11;2.361821990871162E11;599052582234;0.10;0.06;0.57;0.31;0.28;0.82;2.64
France;FRA;1965;A;49802000;2.834;0.0178;0.0112;20843880;0.009102336033406449;820314164925;79518777210;3.00427846396748E11;2.45293431329252E11;625240054936;0.10;0.05;0.60;0.30;0.26;0.82;2.73
France;FRA;1966;A;50255000;2.776;0.0176;0.0108;21033608;0.007833748732029236;888390846570;83823159032;3.1474674827724E11;2.5989609327076E11;658466000580;0.09;0.05;0.59;0.29;0.25;0.83;2.82
France;FRA;1967;A;50650000;2.644;0.017;0.011;21198380;0.0032882701413975974;959097532917;88391374783;3.294464737367218E11;2.716692124612782E11;689507060981;0.09;0.04;0.59;0.28;0.24;0.82;2.91
France;FRA;1968;A;51034000;2.57;0.0167;0.0111;21268086;0.011978040713207573;1031602547969;96080479534;3.558746574000424E11;2.6946115619395758E11;721416293128;0.09;0.04;0.67;0.26;0.22;0.76;2.90
France;FRA;1969;A;51470000;2.529;0.016800000000000002;0.0114;21522836;0.01522271507342248;1117062425192;103907057956;3.80281630068475E11;2.90315650200525E11;774504338225;0.09;0.04;0.64;0.26;0.24;0.76;2.94
France;FRA;1970;A;51918000;2.484;0.016800000000000002;0.0107;21850472;0.007376636989809648;1200317995097;114338838493;3.96358231796621E11;3.03180202393379E11;813877272683;0.10;0.04;0.64;0.25;0.23;0.76;3.03
France;FRA;1971;A;52432000;2.505;0.0172;0.0108;22011655;0.007384678707711892;1280887047859;121964762863;4.224732378174385E11;3.109441370345615E11;855382137715;0.10;0.04;0.66;0.24;0.22;0.74;3.03
France;FRA;1972;A;52894000;2.429;0.017;0.0106;22174204;0.013357999231900274;1364492177837;130252307886;4.398789204864585E11;3.252054711725415E11;895336699545;0.10;0.04;0.70;0.24;0.22;0.74;3.10
France;FRA;1973;A;53333000;2.323;0.016399999999999998;0.0107;22470407;0.01028397037935272;1461658613682;137769584707;4.7599229453368317E11;3.3974832615531683E11;953510205396;0.09;0.04;0.68;0.23;0.22;0.71;3.07
France;FRA;1974;A;53690000;2.125;0.015300000000000001;0.0105;22701492;0.0038329198803320943;1554892329369;149292578076;5.152347116465064E11;3.284091366534936E11;992936426376;0.10;0.04;0.60;0.21;0.23;0.64;3.02
France;FRA;1975;A;53955000;1.927;0.0141;0.0106;22788505;0.012104611513567915;1601178805149;156873608831;5.2799787051648E11;2.9726741670252E11;982138896050;0.10;0.03;0.73;0.19;0.19;0.56;3.03
France;FRA;1976;A;54159000;1.828;0.0136;0.0105;23064351;0.013476381798039755;1660592123713;164172053416;5.560682309388108E11;3.097064297381892E11;1029946714093;0.10;0.03;0.71;0.19;0.20;0.56;2.99
France;FRA;1977;A;54378000;1.861;0.014;0.0101;23375175;0.006291161456545245;1715629532114;170977222430;5.817032745802892E11;3.095972140567108E11;1062277711067;0.10;0.02;0.70;0.18;0.18;0.53;2.95
France;FRA;1978;A;54602000;1.821;0.013800000000000002;0.010199999999999999;23522232;0.008450431064535031;1761867824151;180471520516;6.021864789519568E11;3.210562214850432E11;1103714220953;0.10;0.02;0.73;0.18;0.18;0.53;2.93
France;FRA;1979;A;54836000;1.855;0.0141;0.0101;23721005;0.005757513225093119;1814868134587;186064306224;6.444153477012042E11;3.114933173687958E11;1141972971294;0.10;0.02;0.76;0.17;0.17;0.48;2.82
France;FRA;1980;A;55110000;1.945;0.0149;0.010199999999999999;23857579;0.005672034031617374;1866468034627;194425323547;6.525001001930485E11;3.1576185386695154E11;1162687277607;0.10;0.02;0.69;0.17;0.19;0.48;2.86
France;FRA;1981;A;55399000;1.945;0.0149;0.010199999999999999;23992900;0.008608421658073847;1889926084856;199766285038;6.469556560297904E11;3.236030517502096E11;1170324992818;0.11;0.02;0.70;0.17;0.19;0.50;2.92
France;FRA;1982;A;55697000;1.912;0.0146;0.01;24199441;0.0011063891930396244;1915164732127;204848731787;6.56186518099868E11;3.4231431567313196E11;1203349565560;0.11;0.02;0.60;0.18;0.21;0.52;2.92
France;FRA;1983;A;55929000;1.787;0.013699999999999999;0.010199999999999999;24226215;0.006126091095947097;1916258872467;212851542945;6.80047580001552E11;3.18874897013448E11;1211774019960;0.11;0.01;0.66;0.17;0.20;0.47;2.82
France;FRA;1984;A;56246000;1.807;0.013800000000000002;0.0099;24374627;0.002333533144937972;1912733827080;215519004467;6.782924737578792E11;3.3320095621412085E11;1227012434439;0.11;0.01;0.65;0.17;0.19;0.49;2.82
France;FRA;1985;A;56490000;1.823;0.013900000000000001;0.01;24431506;0.004931501152651007;1913166818147;217056819509;6.822626798701035E11;3.518499117158965E11;1251169411095;0.11;0.01;0.65;0.18;0.20;0.52;2.80
France;FRA;1986;A;56725000;1.843;0.0141;0.0099;24551990;0.004527861081729017;1926398144840;221390823642;6.83891233618944E11;3.84105638099056E11;1289387695360;0.11;0.01;0.62;0.20;0.22;0.56;2.82
France;FRA;1987;A;56989000;1.8;0.013800000000000002;0.0095;24663158;0.004858907362958142;1943072935675;229632613609;6.962709330623015E11;3.990649272816985E11;1324968473953;0.12;0.02;0.67;0.21;0.21;0.57;2.79
France;FRA;1988;A;57255000;1.8;0.013800000000000002;0.0094;24782994;0.01142698900705863;1981084949732;234311516197;7.141484918739707E11;4.371598830310293E11;1385619891102;0.12;0.02;0.70;0.22;0.22;0.61;2.77
France;FRA;1989;A;57821000;1.79;0.0135;0.0094;25066189;0.041971717359986394;2051310630510;225312331151;7.359186027382064E11;4.797688756627936E11;1440999809552;0.11;0.03;0.61;0.23;0.29;0.65;2.79
France;FRA;1990;A;58168000;1.78;0.0134;0.009300000000000001;26118260;0.003793399713457175;2119504118942;237562574490;7.625961546598641E11;4.7974842136413586E11;1479907150514;0.11;0.02;0.61;0.23;0.22;0.63;2.78
France;FRA;1991;A;58514000;1.77;0.013300000000000001;0.0092;26217337;0.005794677010864986;2172495351191;243099621123;7.736967689210662E11;4.7625025009693384E11;1493046640141;0.11;0.02;0.59;0.22;0.23;0.62;2.81
France;FRA;1992;A;58859000;1.73;0.013;0.0091;26369258;2.852943378232334E-4;2210997713460;246897696817;7.860381996019203E11;4.783853871840797E11;1511321283603;0.11;0.01;0.52;0.22;0.24;0.61;2.81
France;FRA;1993;A;59169000;1.65;0.0123;0.0092;26376781;0.008704094711177987;2211937273460;252582217196;7.818593712005934E11;4.616536492624066E11;1496095237659;0.11;0.00;0.59;0.21;0.21;0.59;2.83
France;FRA;1994;A;59445000;1.65;0.012199999999999999;0.009;26606367;0.0032183649875986453;2229708185721;255648049493;7.809232843815847E11;4.928514714164153E11;1529422805291;0.11;-0.00;0.59;0.22;0.20;0.63;2.86
France;FRA;1995;A;59712000;1.713;0.0125;0.0091;26691996;0.009601117878183407;2265572222491;250082884451;8.015449587215654E11;5.093165749804346E11;1560944418153;0.11;0.01;0.53;0.22;0.24;0.64;2.83
France;FRA;1996;A;59981000;1.733;0.0126;0.0092;26948269;0.007028429172946136;2286210970827;254588390095;8.163308070576768E11;5.0622687521532324E11;1577146072368;0.11;0.01;0.56;0.22;0.22;0.62;2.80
France;FRA;1997;A;60254000;1.726;0.0124;0.0091;27137673;0.012159627688048272;2316789106160;251164675096;8.282051705445487E11;5.306713101614513E11;1610041155802;0.11;0.01;0.59;0.23;0.22;0.64;2.80
France;FRA;1998;A;60535000;1.779;0.0127;0.0092;27467657;0.014903054891066974;2377387335685;254061757522;8.527549435856384E11;5.603483889913616E11;1667165090099;0.11;0.01;0.59;0.24;0.23;0.66;2.79
France;FRA;1999;A;60824000;1.809;0.0127;0.0092;27877009;0.006978331140187959;2454444494964;261270051678;8.936111507286616E11;5.675766825753384E11;1722457884982;0.11;0.01;0.63;0.23;0.20;0.64;2.75
France;FRA;2000;A;61137000;1.894;0.0132;0.0091;28071544;0.007518075956206755;2550651734752;273772375073;9.282296395110376E11;5.875288115409624E11;1789530826125;0.11;0.02;0.61;0.23;0.22;0.63;2.75
France;FRA;2001;A;61479000;1.896;0.013099999999999999;0.0088;28282588;0.007319591828018002;2636680603263;284795520326;9.51172830717858E11;5.86201822745142E11;1822170173789;0.11;0.02;0.59;0.22;0.23;0.62;2.77
France;FRA;2002;A;61829000;1.881;0.0129;0.0088;28489605;0.005504709524754731;2695902407058;299188912848;9.671649697201119E11;5.741122824558881E11;1840466165024;0.11;0.02;0.61;0.21;0.22;0.59;2.79
France;FRA;2003;A;62171000;1.892;0.0128;0.0091;28646432;0.004248836294865622;2745009805844;311203223324;9.771119795714889E11;5.724960322435111E11;1860811235139;0.11;0.01;0.66;0.21;0.20;0.59;2.81
France;FRA;2004;A;62534000;1.915;0.0128;0.0083;28768146;0.005225154238302322;2810034820887;319080400464;9.953433437819761E11;5.923642706620239E11;1906788014908;0.11;0.01;0.68;0.21;0.20;0.60;2.82
France;FRA;2005;A;62912000;1.941;0.0128;0.0086;28918464;0.008428732591053246;2892351768300;321576139626;1.0140492694865376E12;6.129704200314624E11;1948595829144;0.11;0.01;0.68;0.21;0.19;0.60;2.85
France;FRA;2006;A;63293000;2.001;0.013099999999999999;0.0083;29162210;0.005175945170136282;2987641768844;324906719174;1.0301913260854762E12;6.310043763435238E11;1986102421603;0.11;0.01;0.71;0.21;0.17;0.61;2.90
France;FRA;2007;A;63682000;1.978;0.0128;0.0083;29313152;-3.398133370304224E-4;3113820789121;322833031945;1.0482273742041678E12;6.678957778698322E11;2038956184019;0.10;0.01;0.64;0.21;0.18;0.64;2.97
France;FRA;2008;A;64058000;2.006;0.0129;0.0085;29303191;0.0;3220756397013;338595411199;1.0562616052139355E12;6.537496655380645E11;2048606681951;0.11;0.01;0.68;0.20;0.18;0.62;3.05
Germany;GER;1984;B;77855000;1.29;0.0;0.0;36122719;0.012192050105641273;2901880498555;339761904689;9.663288928940668E11;4.176496463949332E11;1723740443978;0.12;0.00;0.83;0.14;0.16;0.43;3.00
Germany;GER;1985;B;77685000;1.37;0.0105;0.012;36563129;0.007593059117013755;2907046677358;340637549573;9.819561448035869E11;4.337220716824131E11;1756315766059;0.12;0.00;0.84;0.15;0.15;0.44;2.96
Germany;GER;1986;B;77713000;1.43;0.0109;0.0119;36840755;0.005682076819544008;2928726717172;343909698876;1.0069201228703394E12;4.5725084420866064E11;1808080665955;0.12;0.01;0.80;0.16;0.16;0.45;2.91
Germany;GER;1987;B;77718000;1.43;0.0112;0.0116;37050087;0.010287506207475303;2949977665979;348447682406;1.0334394979893069E12;4.595944624936931E11;1841481642889;0.12;0.01;0.89;0.16;0.16;0.44;2.85
Germany;GER;1988;B;78031000;1.46;0.0114;0.0115;37431240;0.006679581013078915;3010123232477;340054696061;1.0573857610090121E12;5.111981007079879E11;1908638557778;0.11;0.02;0.85;0.17;0.16;0.48;2.85
Germany;GER;1989;B;78645000;1.42;0.0112;0.0115;37681265;0.0327841169875799;3105232112415;338982317827;1.0789420006831799E12;5.599711914498201E11;1977895509960;0.11;0.02;0.81;0.18;0.20;0.52;2.88
Germany;GER;1990;B;79380000;1.45;0.0114;0.0115;38916612;0.016972494933526074;3220463163464;356682194771;1.1198467296028608E12;6.003381557501392E11;2076867080124;0.11;0.02;0.82;0.19;0.18;0.54;2.88
Germany;GER;1991;B;79984000;1.33;0.0104;0.0114;39577124;-0.0021670852081116356;3356516869596;368301424726;1.226629491507099E12;5.822602295019009E11;2177191145735;0.11;0.02;0.85;0.17;0.15;0.47;2.74
Germany;GER;1992;B;80598000;1.29;0.0101;0.011;39491357;0.0010856552738868913;3483354272414;382361413271;1.25830545711595E12;5.8642243424305E11;2227089304630;0.11;0.03;0.79;0.17;0.17;0.47;2.77
Germany;GER;1993;B;81132000;1.28;0.0099;0.0111;39534231;-0.0011643833416160288;3561472663192;403498186679;1.2407778477847583E12;5.650862301102417E11;2209362264574;0.11;0.02;0.89;0.16;0.15;0.46;2.87
Germany;GER;1994;B;81414000;1.24;0.0095;0.0109;39488198;-0.0029303438966751536;3658999442624;406417051044;1.2244052031309001E12;6.365947886600999E11;2267417042835;0.11;0.02;0.81;0.17;0.16;0.52;2.99
Germany;GER;1995;B;81654000;1.25;0.009300000000000001;0.0107;39372484;0.004455345006934284;3770292641791;399343994149;1.2468818328950388E12;6.636701212609612E11;2309895948305;0.11;0.02;0.74;0.18;0.18;0.53;3.02
Germany;GER;1996;B;81891000;1.3;0.0099;0.0108;39547902;0.005973616501831121;3859795246646;402656493895;1.251275584668663E12;6.761900530353369E11;2330122131599;0.10;0.01;0.71;0.18;0.17;0.54;3.08
Germany;GER;1997;B;82011000;1.35;0.0096;0.0104;39784146;0.00865284377349711;3939921781282;418363874899;1.2518979158292544E12;6.994105844927456E11;2369672375221;0.11;0.01;0.74;0.18;0.17;0.56;3.15
Germany;GER;1998;B;82024000;1.36;0.009699999999999999;0.0104;40128392;-0.012207541234146637;4037753063108;427173997776;1.271211592966412E12;7.188260330765879E11;2417211623819;0.11;0.01;0.74;0.18;0.15;0.57;3.18
Germany;GER;1999;B;82075000;1.36;0.0094;0.0103;39638523;-0.0023707745114519025;4144988389793;434903219198;1.30058134757278E12;7.3100765316622E11;2466492219937;0.10;0.02;0.74;0.18;0.16;0.56;3.19
Germany;GER;2000;B;82184000;1.38;0.009300000000000001;0.010199999999999999;39544549;0.004113664313126949;4249573910143;449798646593;1.358467723531863E12;7.35204372305137E11;2543470742430;0.11;0.02;0.68;0.17;0.19;0.54;3.13
Germany;GER;2001;B;82321000;1.346;0.0089;0.0101;39707222;-0.0016434793650384305;4302945746948;457332289111;1.365963694920968E12;7.48655992848032E11;2571951976880;0.11;0.02;0.60;0.17;0.20;0.55;3.15
Germany;GER;2002;B;82458000;1.339;0.0087;0.010199999999999999;39641964;-0.0033683749876772;4297466934345;469438424854;1.352892993676749E12;7.44340927659251E11;2566672346190;0.11;0.02;0.62;0.17;0.20;0.55;3.18
Germany;GER;2003;B;82505000;1.337;0.0086;0.0103;39508435;0.01107679916959505;4292359500057;480404022985;1.3427355529097388E12;7.388439251732612E11;2561983501068;0.11;0.01;0.63;0.17;0.22;0.55;3.20
Germany;GER;2004;B;82487000;1.356;0.0086;0.0099;39946062;0.024258511389683417;4274035341219;492188927692;1.332387515926477E12;7.64594788263523E11;2589171231882;0.12;0.01;0.61;0.18;0.24;0.57;3.21
Germany;GER;2005;B;82439000;1.338;0.0083;0.0101;40915094;0.012277669458611045;4246764195743;501304053560;1.31417990081972E12;7.9046468892728E11;2605948643307;0.12;-0.00;0.64;0.19;0.20;0.60;3.23
Germany;GER;2006;B;82346000;1.329;0.008199999999999999;0.01;41417436;0.00392238186835129;4254561507146;502171481133;1.3293840894755088E12;8.578720836004912E11;2689427654209;0.12;0.00;0.64;0.20;0.19;0.65;3.20
Germany;GER;2007;B;82237000;1.369;0.0083;0.0101;41579891;0.0014812208141671175;4298482548170;494926422534;1.344850805662673E12;9.268362374743269E11;2766613465671;0.12;0.01;0.58;0.22;0.21;0.69;3.20
Germany;GER;2008;B;82065000;1.379;0.0083;0.0103;41641480;0.0;4340364525065;505765224217;1.3713701083541511E12;9.192963728818489E11;2796431705453;0.12;0.01;0.60;0.21;0.21;0.67;3.16
Greece;GRC;1965;B;8550000;2.297;0.0177;0.0079;3420133;-0.007388893940674237;115176201749;10384828270;2.3343592292275497E10;4.27828619427245E10;76511282505;0.09;0.09;0.52;0.37;0.33;1.83;4.93
Greece;GRC;1966;B;8614000;2.376;0.0179;0.0079;3394862;-0.007862175251895365;127249752389;10917987165;2.53358885376913E10;4.46656022203087E10;80919477923;0.09;0.08;0.49;0.35;0.33;1.76;5.02
Greece;GRC;1967;B;8716000;2.549;0.018699999999999998;0.0083;3368171;-0.00987509244631582;138277001808;12425756892;2.74448546335341E10;4.55475479314659E10;85418159457;0.09;0.09;0.56;0.33;0.30;1.66;5.04
Greece;GRC;1968;B;8741000;2.559;0.0182;0.0083;3334910;-0.006896437984833174;151518728267;12793101433;2.99536915048602E10;4.84919871561398E10;91238780094;0.08;0.08;0.64;0.32;0.25;1.62;5.06
Greece;GRC;1969;B;8773000;2.48;0.0174;0.0081;3311911;-0.012676367209142999;169638335003;14435084962;3.2829267445743298E10;5.30389395132567E10;100303291921;0.09;0.08;0.65;0.31;0.24;1.62;5.17
Greece;GRC;1970;B;8793000;2.337;0.0165;0.008400000000000001;3269928;-6.027655654803408E-4;189536602572;16443240191;3.3796474165205997E10;5.787440645379401E10;108114120810;0.09;0.08;0.67;0.31;0.25;1.71;5.61
Greece;GRC;1971;B;8831000;2.295;0.016;0.008400000000000001;3267957;-0.012574216857810553;211587495595;18388503807;3.6621921666951195E10;6.15456587620488E10;116556084236;0.09;0.08;0.73;0.29;0.21;1.68;5.78
Greece;GRC;1972;B;8889000;2.315;0.0159;0.0086;3226865;0.008728595711317332;238280028928;20756898895;4.0681190991649605E10;6.69342388973504E10;128372328784;0.09;0.09;0.78;0.28;0.24;1.65;5.86
Greece;GRC;1973;B;8929000;2.28;0.0154;0.0087;3255031;0.0021434511683606087;269479674838;23368973950;4.13671016587689E10;7.412629988223111E10;138862375491;0.09;0.09;0.53;0.28;0.34;1.79;6.51
Greece;GRC;1974;B;8962000;2.39;0.0161;0.0085;3262008;0.00342978925864069;285264050786;25714856588;4.0474668604968E10;6.3536976746032E10;129726501939;0.09;0.05;0.61;0.22;0.24;1.57;7.05
Greece;GRC;1975;B;9047000;2.365;0.0157;0.0089;3273196;0.0075989949883844415;298567492302;27742126945;4.43808937498487E10;6.5834373616151306E10;137957394311;0.09;0.05;0.66;0.22;0.23;1.48;6.73
Greece;GRC;1976;B;9167000;2.385;0.016;0.0089;3298069;0.005987139747531055;314222905141;28914824171;4.91122868678092E10;6.93687078921908E10;147395818931;0.09;0.05;0.57;0.22;0.25;1.41;6.40
Greece;GRC;1977;B;9308000;2.266;0.0154;0.009;3317815;0.005777899008835634;324593933102;30595177305;5.41455570414144E10;6.68001473815856E10;151540881728;0.09;0.03;0.61;0.21;0.21;1.23;5.99
Greece;GRC;1978;B;9430000;2.274;0.0155;0.0087;3336985;0.011419589839331014;334454250378;33020595536;6.0147831113796E10;6.921772646520401E10;162386153115;0.10;0.03;0.55;0.21;0.25;1.15;5.56
Greece;GRC;1979;B;9548000;2.261;0.0155;0.0086;3375092;0.022544274348669607;339598188981;34656282102;6.29771984953629E10;6.99036263336371E10;167537106931;0.10;0.04;0.58;0.21;0.29;1.11;5.39
Greece;GRC;1980;B;9643000;2.226;0.0154;0.0091;3451181;0.0662303715742524;345338835864;34404702375;6.3565044181616905E10;7.068253304438309E10;168652279601;0.10;0.03;0.50;0.20;0.39;1.11;5.43
Greece;GRC;1981;B;9729000;2.091;0.0145;0.0089;3679754;0.00975853277148418;346625521494;34833421270;6.447132813824339E10;6.673008998975661E10;166034839398;0.10;0.00;0.51;0.19;0.22;1.04;5.38
Greece;GRC;1982;B;9786000;2.024;0.014;0.0088;3715663;0.03332137494708212;345774499020;35717178359;6.5576930227422005E10;6.2853401369578E10;164147509956;0.10;-0.01;0.48;0.18;0.27;0.96;5.27
Greece;GRC;1983;B;9841000;1.94;0.0135;0.0092;3839474;0.006530582053687562;339979295443;37647118666;6.55670014173471E10;5.920104319965289E10;162415163283;0.11;-0.03;0.51;0.17;0.17;0.90;5.19
Greece;GRC;1984;B;9887000;1.823;0.0127;0.0089;3864548;0.006014157412458068;332755006654;38411196225;6.6391668012553795E10;6.08036910444462E10;165606555282;0.12;-0.03;0.55;0.18;0.17;0.92;5.01
Greece;GRC;1985;B;9923000;1.677;0.011699999999999999;0.009300000000000001;3887790;-0.0012138001280933384;327858360852;39314717652;7.02679237982216E10;6.03107913307784E10;169893432781;0.12;-0.02;0.58;0.18;0.17;0.86;4.67
