Country;ID;qual;year;pop;fert;birth;mort;N=workforce;dN;K;c;v;s;gdp;delta;gamma;alpha;r;requil;s/v;K/v
Spain;ESP;1998;B;39906000;1.156;0.00928;0.00916;17275385;0.01534645971710616;1601128927305;158992430964;4.664666214491216E11;3.165171621448784E11;941976214558;0.10;0.02;0.78;0.20;0.17;0.68;3.43
Spain;ESP;1999;B;39953000;1.194;0.00958;0.0094;17540501;0.039300701844263174;1690252391218;167171776698;4.9034131376251556E11;3.3187616249048444E11;989389252951;0.10;0.02;0.78;0.20;0.21;0.68;3.45
Spain;ESP;2000;B;40589000;1.234;0.00991;0.009;18229855;2.7268456057384985E-4;1783249546425;178984996333;5.151480906377754E11;3.459397792472246E11;1040072866218;0.10;0.02;0.78;0.19;0.16;0.67;3.46
Spain;ESP;2001;B;41047000;1.244;0.01;0.0088;18234826;0.03833455827875736;1875429705745;191850079378;5.302197068878875E11;3.562700691091125E11;1078339855375;0.10;0.03;0.78;0.19;0.22;0.67;3.54
Spain;ESP;2002;B;41640000;1.263;0.0101;0.0089;18933850;0.039689761987128876;1962851605538;206226117694;5.3981641769227203E11;3.61955037873728E11;1107997573260;0.11;0.02;0.82;0.18;0.20;0.67;3.64
Spain;ESP;2003;B;42321000;1.31;0.0105;0.0092;19685330;0.0327605379234181;2052229971238;219690641106;5.529335552055132E11;3.702727760024868E11;1142896972314;0.11;0.01;0.85;0.18;0.18;0.67;3.71
Spain;ESP;2004;B;43000000;1.329;0.0106;0.0087;20330232;0.03456271428678236;2146485983133;230807710965;5.62968504394195E11;3.8669873619080505E11;1180474951550;0.11;0.01;0.87;0.18;0.17;0.69;3.81
Spain;ESP;2005;B;43704000;1.346;0.0107;0.0089;21032900;0.03470966913739903;2253164103944;239585744899;5.79826852815155E11;4.03592786835845E11;1223005384550;0.11;0.00;0.91;0.18;0.16;0.70;3.89
Spain;ESP;2006;B;44432000;1.38;0.0109;0.008400000000000001;21762945;0.027307609333203756;2381723905437;246215411521;6.001839726129359E11;4.251768290290641E11;1271576213163;0.10;-0.00;0.91;0.18;0.14;0.71;3.97
Spain;ESP;2007;B;45212000;1.395;0.011;0.0086;22357239;0.02905806034457117;2522929196651;249083020443;6.265920839242352E11;4.415249879687648E11;1317200092336;0.10;0.00;0.82;0.18;0.16;0.70;4.03
Spain;ESP;2008;B;45910000;1.465;0.0114;0.0086;23006897;0.0;2635372529106;260991034729;6.43998452019328E11;4.24487086371672E11;1329476573120;0.10;-0.00;0.88;0.16;0.11;0.66;4.09
Sweden;SWE;1964;A;7661000;2.474;0.016;0.01;3718172;0.006389430074778681;171102147932;16958362459;7.0157357119133E10;3.5173555511867004E10;122289275090;0.10;0.04;0.78;0.21;0.19;0.50;2.44
Sweden;SWE;1965;A;7734000;2.391;0.0159;0.0101;3741929;0.013354609347211024;181622103724;18449399078;7.3077499878336E10;3.5343760554664E10;126870659511;0.10;0.04;0.80;0.19;0.20;0.48;2.49
Sweden;SWE;1966;A;7808000;2.367;0.0158;0.01;3791901;-0.00446583389176036;191536541169;19087164251;7.6538758436933E10;3.4321035609067E10;129946958297;0.10;0.04;0.84;0.18;0.16;0.45;2.50
Sweden;SWE;1967;A;7868000;2.281;0.0154;0.0101;3774967;0.012486996575069399;201306725265;19892028623;7.92147040481604E10;3.52010056268396E10;134307738298;0.10;0.04;0.81;0.17;0.18;0.44;2.54
Sweden;SWE;1968;A;7912000;2.067;0.0143;0.0104;3822105;0.008608607037221636;209799587582;21265208677;8.33935430682017E10;3.4632283945798294E10;139291035691;0.10;0.03;0.89;0.17;0.16;0.42;2.52
Sweden;SWE;1969;A;7968000;1.943;0.0135;0.0105;3855008;0.01501838647286854;219242404378;22249397633;8.75311842849098E10;3.5765118589090195E10;145545700507;0.10;0.03;0.96;0.16;0.15;0.41;2.50
Sweden;SWE;1970;A;8043000;1.939;0.013699999999999999;0.01;3912904;0.012332528475014976;231220552372;23178581583;9.284088344652E10;3.7945515810479996E10;153964980840;0.10;0.03;0.84;0.16;0.17;0.41;2.49
Sweden;SWE;1971;A;8098000;1.978;0.0141;0.010199999999999999;3961160;0.002268022498460047;239774186749;24107533601;9.41458565089947E10;3.6668210201005295E10;154921600311;0.10;0.03;0.85;0.15;0.15;0.39;2.55
Sweden;SWE;1972;A;8122000;1.927;0.013800000000000002;0.0103;3970144;0.0016991826996703395;246760948583;24954715004;9.6248917816492E10;3.7204724349507996E10;158408357170;0.10;0.02;0.84;0.15;0.15;0.39;2.56
Sweden;SWE;1973;A;8137000;1.88;0.0135;0.0105;3976890;0.016568725813386843;253169317743;25939182150;9.61603992486416E10;4.16613165043584E10;163760897903;0.10;0.02;0.82;0.16;0.18;0.43;2.63
Sweden;SWE;1974;A;8161000;1.888;0.0134;0.0105;4042782;0.02139689946180625;261243070498;27289928567;1.01669413690845E11;4.0320400817155E10;169279743075;0.10;0.02;0.91;0.15;0.16;0.40;2.57
Sweden;SWE;1975;A;8193000;1.779;0.0126;0.0107;4129285;0.00723418218892617;270627612954;28243151855;1.07024743836712E11;3.9380837723287994E10;174648733415;0.10;0.01;0.91;0.15;0.14;0.37;2.53
Sweden;SWE;1976;A;8222000;1.689;0.0119;0.011;4159157;0.005330887965998879;278351414561;29174897876;1.13590501382677E11;3.4525846851323E10;177291246110;0.10;0.02;0.89;0.12;0.14;0.30;2.45
Sweden;SWE;1977;A;8252000;1.644;0.0116;0.0106;4181329;0.009032534871090028;280009579464;29885427835;1.162578098745618E11;2.83394425764382E10;174482680286;0.11;0.01;0.93;0.10;0.13;0.24;2.41
Sweden;SWE;1978;A;8276000;1.601;0.0112;0.0108;4219097;0.013737536728830838;276552096799;30849806012;1.172323864965691E11;2.8233624150430893E10;176315816659;0.11;0.00;1.11;0.10;0.12;0.24;2.36
Sweden;SWE;1979;A;8294000;1.657;0.0116;0.0109;4277057;0.011893458515984239;277026674757;31293753646;1.1898953844992241E11;3.314439165607759E10;183427683752;0.11;0.00;1.04;0.12;0.12;0.28;2.33
Sweden;SWE;1980;A;8310000;1.68;0.0116;0.011;4327926;0.00381868821232156;280173540621;31445674940;1.195766043201779E11;3.52631301808221E10;186285409441;0.11;0.00;0.84;0.13;0.14;0.29;2.34
Sweden;SWE;1981;A;8320000;1.63;0.011300000000000001;0.011;4344453;0.006924692245490974;278514942402;31725443324;1.1872741384695601E11;3.534904243304399E10;185801899604;0.11;0.00;0.85;0.13;0.14;0.30;2.35
Sweden;SWE;1982;A;8325000;1.65;0.0111;0.0108;4374537;0.004704040679047863;276855044264;31628333320;1.1588756246891841E11;4.012588282008159E10;187641778609;0.11;0.01;0.73;0.14;0.17;0.35;2.39
Sweden;SWE;1983;A;8329000;1.61;0.011;0.0109;4395115;0.0038126419900275646;274643583426;32126842318;1.1533185365380602E11;4.2075985464193985E10;189534681436;0.12;0.01;0.76;0.15;0.17;0.36;2.38
Sweden;SWE;1984;A;8343000;1.66;0.011300000000000001;0.0109;4411872;0.006277154006281234;274700987340;33206043912;1.1708498043241982E11;4.6391287821580185E10;196682312166;0.12;0.01;0.81;0.17;0.17;0.40;2.35
Sweden;SWE;1985;A;8356000;1.74;0.011800000000000001;0.011300000000000001;4439566;-0.008103494801068393;279039774497;32539500555;1.20286315064256E11;4.8658799228744E10;201484614848;0.12;0.01;0.75;0.17;0.16;0.40;2.32
Sweden;SWE;1986;A;8384000;1.79;0.012199999999999999;0.0111;4403590;0.006068230693593182;282903789384;32617471617;1.239906886458299E11;5.0699461616170105E10;207307621879;0.12;0.02;0.76;0.18;0.19;0.41;2.28
Sweden;SWE;1987;A;8421000;1.9;0.0125;0.0111;4430312;0.01045298841255424;288735963461;33131574745;1.2856588514987189E11;5.290091291412811E10;214598372809;0.11;0.02;0.76;0.18;0.20;0.41;2.25
Sweden;SWE;1988;A;8469000;1.975;0.013300000000000001;0.0115;4476622;0.01252462236034224;295886772906;34649996863;1.322706029418968E11;5.3236861816103195E10;220157461621;0.12;0.03;0.86;0.18;0.18;0.40;2.24
Sweden;SWE;1989;A;8526000;2.02;0.013699999999999999;0.0108;4532690;0.01271364245073014;307113940035;36126108693;1.3877017209138492E11;5.159330970261508E10;226489590487;0.12;0.02;0.91;0.17;0.17;0.37;2.21
Sweden;SWE;1990;A;8601000;2.13;0.0145;0.0111;4590317;-0.003999288066597579;318136003462;36748219718;1.428758580226341E11;4.9013877168365906E10;228637954909;0.12;0.02;0.85;0.15;0.15;0.34;2.23
Sweden;SWE;1991;A;8668000;2.11;0.0143;0.011;4571959;-0.016563359382706627;323120512922;35574006832;1.399235838937563E11;5.124618482724371E10;226743775553;0.11;0.01;0.76;0.16;0.14;0.37;2.31
Sweden;SWE;1992;A;8719000;2.09;0.014;0.0111;4496232;-0.02023294171653064;326508163388;34506508118;1.371520762598481E11;5.25560245151519E10;224214608893;0.11;0.01;0.57;0.16;0.16;0.38;2.38
Sweden;SWE;1993;A;8769000;2.0;0.0135;0.0111;4405260;-0.00595265659688645;322048485249;35933878125;1.3042246183054471E11;5.332104227545529E10;219677382231;0.11;0.00;0.67;0.17;0.16;0.41;2.47
Sweden;SWE;1994;A;8831000;1.88;0.0126;0.0103;4379037;0.008512830560691768;321758727077;36696994043;1.2640751726266801E11;6.4247138447331985E10;227351649753;0.11;0.01;0.65;0.20;0.20;0.51;2.55
Sweden;SWE;1995;A;8878000;1.73;0.011699999999999999;0.011;4416315;0.0026488146792065332;326728562655;35359943518;1.281034397115958E11;7.18910898764042E10;235354473106;0.11;0.01;0.55;0.22;0.22;0.56;2.55
Sweden;SWE;1996;A;8892000;1.6;0.0108;0.0106;4428013;-0.007985748912661277;331113606160;35691380611;1.34613433875065E11;6.8075624463935E10;238380438950;0.11;0.02;0.59;0.21;0.20;0.51;2.46
Sweden;SWE;1997;A;8898000;1.52;0.0101;0.0105;4392652;-0.004611337296922224;335429619687;36012571356;1.31290315645601E11;7.5602414840399E10;242905301842;0.11;0.02;0.57;0.23;0.22;0.58;2.55
Sweden;SWE;1998;A;8903000;1.505;0.01;0.0105;4372396;0.007826143835096364;342183718149;37567905485;1.359546726485057E11;7.81987191234943E10;251721297257;0.11;0.03;0.57;0.23;0.25;0.58;2.52
Sweden;SWE;1999;A;8910000;1.498;0.0099;0.0107;4406615;0.008460008419160739;349573272470;39332550622;1.3931828800815E11;8.421385572485E10;262864694355;0.11;0.03;0.60;0.24;0.25;0.60;2.51
Sweden;SWE;2000;A;8924000;1.544;0.010199999999999999;0.0105;4443895;0.009718726477560788;360464204746;39911561110;1.509080095497732E11;8.26635927142268E10;273483163374;0.11;0.03;0.58;0.23;0.26;0.55;2.39
Sweden;SWE;2001;A;8940000;1.567;0.0103;0.0105;4487084;0.0011287954493385906;368543354438;41484013834;1.578708127565498E11;7.69812713554502E10;276336097946;0.11;0.03;0.61;0.21;0.23;0.49;2.33
Sweden;SWE;2002;A;8954000;1.649;0.0107;0.0106;4492149;0.0024208903132999374;373677376781;42951285132;1.6103603149016672E11;7.897882551483328E10;282966142137;0.11;0.03;0.60;0.21;0.24;0.49;2.32
Sweden;SWE;2003;A;8970000;1.712;0.0111;0.0104;4503024;0.0010621751072168392;377905626006;45180154259;1.628753167031693E11;8.016841278083069E10;288223883743;0.12;0.02;0.63;0.21;0.22;0.49;2.32
Sweden;SWE;2004;A;8986000;1.752;0.0112;0.0101;4507807;0.02219704614682927;383534896938;45704213455;1.666468078070592E11;8.75892375699408E10;299940258832;0.12;0.02;0.68;0.23;0.24;0.53;2.30
Sweden;SWE;2005;A;9002000;1.769;0.0112;0.010199999999999999;4607867;0.0065570468939316175;397725243865;44055232722;1.720701534703932E11;9.764221678060681E10;313767602973;0.11;0.02;0.65;0.25;0.21;0.57;2.31
Sweden;SWE;2006;A;9017000;1.854;0.011699999999999999;0.01;4638081;0.029762955843160136;417599302247;44487924666;1.7537339561944022E11;1.0677938677255978E11;326640707058;0.11;0.03;0.68;0.26;0.24;0.61;2.38
Sweden;SWE;2007;A;9031000;1.879;0.011699999999999999;0.01;4776124;0.00605302542396303;445826944488;44206673440;1.8448028662590448E11;1.0875640306909552E11;337443363135;0.10;0.02;0.63;0.24;0.20;0.59;2.42
Sweden;SWE;2008;A;9045000;1.907;0.0119;0.0099;4805034;0.0;469771235876;47895491847;1.8413260719331168E11;1.0477930391068832E11;336807402951;0.10;0.02;0.69;0.22;0.18;0.57;2.55
Switzerland;CHE;1964;A;5887000;2.852;0.0195;0.009300000000000001;3097736;-0.00885614526221731;222882057097;20601031070;6.940694089767241E10;3.823840810932759E10;128246380077;0.09;0.03;0.91;0.17;0.13;0.55;3.21
Switzerland;CHE;1965;A;5943000;2.568;0.019100000000000002;0.0095;3070302;-0.005400771650476077;236929355473;23121823228;7.174242963457701E10;3.629192562842299E10;131156178491;0.10;0.03;1.02;0.15;0.12;0.51;3.30
Switzerland;CHE;1966;A;5996000;2.472;0.0185;0.0094;3053720;0.004011173257535072;250758771793;23358898000;7.31774793649064E10;3.78822107410936E10;134418588106;0.09;0.03;1.00;0.15;0.13;0.52;3.43
Switzerland;CHE;1967;A;6063000;2.374;0.0179;0.0092;3065969;0.00477173774424986;265118339773;24490389759;7.5681586657418E10;3.8616922643582E10;138788899060;0.09;0.03;0.97;0.15;0.13;0.51;3.50
Switzerland;CHE;1968;A;6132000;2.287;0.0173;0.0095;3080599;0.018229246974370894;277935644322;26551457641;7.7412041310591E10;3.9791452414409E10;143754951366;0.10;0.03;1.00;0.14;0.15;0.51;3.59
Switzerland;CHE;1969;A;6212000;2.123;0.0167;0.0095;3136756;0.015823353808839452;291007370812;28559337415;8.12980268957604E10;4.147924569623959E10;151336610007;0.10;0.03;1.12;0.14;0.13;0.51;3.58
Switzerland;CHE;1970;A;6267000;2.087;0.0158;0.0091;3186390;0.024848496260658614;308880763666;30732436171;8.70988159336041E10;4.4879033592395905E10;162710285697;0.10;0.04;1.09;0.15;0.15;0.52;3.55
Switzerland;CHE;1971;A;6343000;2.033;0.0152;0.0091;3265567;0.015336693444048154;327288875009;32499150505;9.281389110077121E10;4.461352577022879E10;169926567376;0.10;0.03;1.15;0.14;0.13;0.48;3.53
Switzerland;CHE;1972;A;6401000;1.923;0.0143;0.0088;3315650;0.009172560433097582;346311292962;32104168659;9.61598488177086E10;4.76595990942914E10;175923616571;0.09;0.03;1.04;0.14;0.13;0.50;3.60
Switzerland;CHE;1973;A;6441000;1.823;0.0136;0.0089;3346063;-0.003353194485579022;363734271076;35074488977;1.013166542777104E11;4.50498565262896E10;181440999781;0.10;0.03;1.12;0.12;0.11;0.44;3.59
Switzerland;CHE;1974;A;6460000;1.731;0.013099999999999999;0.0087;3334843;-0.055530950032730175;379298958149;38340048069;1.048321688414644E11;4.02932518355356E10;183465468746;0.10;0.03;0.91;0.11;0.08;0.38;3.62
Switzerland;CHE;1975;A;6404000;1.598;0.012199999999999999;0.0087;3149656;-0.030176946307787264;377426626285;40531592686;9.8688507285961E10;2.8332543977039E10;167552643949;0.11;0.01;1.28;0.08;0.07;0.29;3.82
Switzerland;CHE;1976;A;6333000;1.531;0.0116;0.0089;3054609;0.002036921910463827;373285694234;40776442485;9.81568551123558E10;2.8085343056644196E10;167018640654;0.11;0.01;1.31;0.08;0.09;0.29;3.80
Switzerland;CHE;1977;A;6316000;1.521;0.0115;0.0087;3060831;0.011770332958598499;369396129607;40853253236;1.0064618912538301E11;3.010531318061699E10;171604755542;0.11;0.01;1.29;0.08;0.10;0.30;3.67
Switzerland;CHE;1978;A;6333000;1.493;0.0112;0.0091;3096858;0.011543635517030488;367307756642;41730264613;1.035432753108315E11;2.9660190961168503E10;174933730885;0.11;0.01;1.55;0.08;0.09;0.29;3.55
Switzerland;CHE;1979;A;6351000;1.505;0.011300000000000001;0.009;3132607;0.023096417775992965;371419614036;41260205767;1.07809716615728E11;3.1818863885272003E10;180888786268;0.11;0.01;1.62;0.09;0.09;0.30;3.45
Switzerland;CHE;1980;A;6385000;1.55;0.0115;0.0092;3204959;0.024183460693256918;381549091632;41821506457;1.135585726067727E11;3.4739747835227295E10;190119826899;0.11;0.02;1.36;0.09;0.11;0.31;3.36
Switzerland;CHE;1981;A;6425000;1.55;0.0114;0.0092;3282466;0.00796504822898394;387019622799;42987154983;1.15214361968601E11;3.4142993847399002E10;192344510799;0.11;0.01;1.34;0.09;0.10;0.30;3.36
Switzerland;CHE;1982;A;6468000;1.56;0.0114;0.009300000000000001;3308611;0.0054551592798307205;389692109115;43478591260;1.153171818336199E11;3.1277050103380096E10;190072823197;0.11;0.00;1.49;0.08;0.08;0.27;3.38
Switzerland;CHE;1983;A;6501000;1.51;0.0114;0.009300000000000001;3326660;0.012570866875484721;392678558336;44458581518;1.169574174904434E11;3.0348909157556595E10;191764908166;0.11;0.00;1.61;0.08;0.08;0.26;3.36
Switzerland;CHE;1984;A;6530000;1.52;0.0116;0.0091;3368479;0.019205403982034623;396958127183;47083279256;1.2046302370191699E11;3.0812043332083008E10;198358346290;0.12;0.00;1.66;0.08;0.09;0.26;3.30
Switzerland;CHE;1985;A;6564000;1.51;0.0115;0.0092;3433172;0.022104339660232578;400987088198;48179637771;1.2345416672571208E11;3.3337417030287918E10;204971221527;0.12;0.00;1.69;0.08;0.09;0.27;3.25
Switzerland;CHE;1986;A;6603000;1.52;0.011699999999999999;0.0092;3509060;0.025002422301129076;409095423983;48726152368;1.25660437239831E11;3.539711196116901E10;209783701569;0.12;0.00;1.65;0.09;0.09;0.28;3.26
Switzerland;CHE;1987;A;6650000;1.55;0.0116;0.009;3596795;0.025782119915091075;418704074404;49876664017;1.279576502145644E11;3.528635567943559E10;213120669911;0.12;0.01;1.72;0.08;0.09;0.28;3.27
Switzerland;CHE;1988;A;6704000;1.57;0.0123;0.009300000000000001;3689528;0.026107133486993457;429424624217;51141166472;1.32859045017882E11;3.6110863755118E10;220111075245;0.12;0.01;1.94;0.08;0.08;0.27;3.23
Switzerland;CHE;1989;A;6764000;1.56;0.0126;0.0092;3785851;0.032733987682029744;448271474781;47174849458;1.3736312478457921E11;4.566669273342079E10;230204666976;0.11;0.01;1.54;0.10;0.09;0.33;3.26
Switzerland;CHE;1990;A;6837000;1.59;0.0125;0.0095;3909777;0.08054142218341354;471514341107;48135284058;1.435899006678153E11;4.723287929118469E10;238958064017;0.10;0.00;1.36;0.10;0.14;0.33;3.28
Switzerland;CHE;1991;A;6921000;1.58;0.0127;0.0092;4224676;-0.004582363239216451;487476694128;49772937900;1.4447488950245E11;4.201527889754999E10;236263106300;0.10;-0.01;1.38;0.09;0.06;0.29;3.37
Switzerland;CHE;1992;A;6995000;1.58;0.012199999999999999;0.0099;4205317;0.0011975316010659838;495663930441;51612971898;1.455484792859184E11;3.8392002912081604E10;235553454096;0.10;-0.01;1.48;0.08;0.06;0.26;3.41
Switzerland;CHE;1993;A;7058000;1.51;0.0121;0.009;4210353;-0.007347127426132678;500755326736;54054085603;1.4489768520688052E11;3.608097080711948E10;235032741617;0.11;-0.01;1.72;0.07;0.05;0.25;3.46
Switzerland;CHE;1994;A;7115000;1.49;0.0119;0.0088;4179419;-0.005389026560868867;508667923070;56769445811;1.4496534145523102E11;3.720594366376898E10;238940730930;0.11;-0.01;1.82;0.07;0.05;0.26;3.51
Switzerland;CHE;1995;A;7157000;1.47;0.011699999999999999;0.009;4156896;0.0021472752746279915;519656036655;56333048113;1.472132857420144E11;3.6684223817985596E10;240230557673;0.11;-0.01;1.81;0.07;0.05;0.25;3.53
Switzerland;CHE;1996;A;7181000;1.5;0.0114;0.0089;4165822;0.0032896268731597267;529757286444;56380324431;1.4760384151282E11;3.735632050617999E10;241340486450;0.11;0.01;1.72;0.07;0.07;0.25;3.59
Switzerland;CHE;1997;A;7194000;1.48;0.0114;0.0089;4179526;0.006344260090737562;537580800964;57513104873;1.496746869622369E11;3.854310122376309E10;245730893059;0.11;0.01;1.81;0.07;0.07;0.26;3.59
Switzerland;CHE;1998;A;7208000;1.47;0.011;0.0087;4206042;0.0014569516899736142;549999814551;59617085778;1.5301019712132068E11;4.065892322767932E10;253286206127;0.11;0.02;1.65;0.07;0.08;0.27;3.59
Switzerland;CHE;1999;A;7233000;1.482;0.0103;0.0083;4212170;0.0055327776419280324;557460747649;60675569180;1.5498801690634198E11;3.996566825365802E10;255629254340;0.11;0.01;1.68;0.07;0.08;0.26;3.60
Switzerland;CHE;2000;A;7267000;1.496;0.0109;0.0087;4235475;0.015674511123309663;563952142131;62772195125;1.608332813817186E11;4.10099913802814E10;264615467887;0.11;0.02;1.66;0.07;0.09;0.25;3.51
Switzerland;CHE;2001;A;7311000;1.384;0.01;0.0085;4301864;0.010598661417469265;569091493124;64115290888;1.688057349562651E11;3.455755909673489E10;267478584941;0.11;0.01;1.96;0.06;0.07;0.20;3.37
Switzerland;CHE;2002;A;7362000;1.389;0.0099;0.0085;4347458;0.005412128190772631;572670835062;65252798790;1.708009539954208E11;3.2458987342579193E10;268512740128;0.11;0.01;2.05;0.06;0.06;0.19;3.35
Switzerland;CHE;2003;A;7408000;1.385;0.009800000000000001;0.0086;4370987;0.004299029029370255;573805332771;66833067272;1.686876136623848E11;3.2152460389615204E10;267673141324;0.12;0.00;2.13;0.06;0.06;0.19;3.40
Switzerland;CHE;2004;A;7451000;1.415;0.0099;0.0081;4389778;0.0066486277893779595;575426845632;68738740990;1.692638184921885E11;3.655351268681149E10;274556072169;0.12;0.01;2.02;0.06;0.07;0.22;3.40
Switzerland;CHE;2005;A;7489000;1.419;0.009800000000000001;0.008199999999999999;4418964;0.018500037565366;580576998353;67108120611;1.7431381651801562E11;3.9910884881984375E10;281332822011;0.12;0.00;1.88;0.07;0.07;0.23;3.33
Switzerland;CHE;2006;A;7524000;1.437;0.009800000000000001;0.0081;4500715;0.016554702974971754;588511635800;65625359346;1.783479586282438E11;4.8065258459756195E10;292038576434;0.11;0.01;1.51;0.08;0.09;0.27;3.30
Switzerland;CHE;2007;A;7555000;1.456;0.0099;0.0081;4575223;0.008930493661183292;595363492398;65981648234;1.8250620265535757E11;5.3025783102642426E10;301513633992;0.11;0.01;1.29;0.09;0.10;0.29;3.26
United Kingdom;GBR;1964;A;53991000;2.934;0.0188;0.011300000000000001;25295091;0.008031044442575835;703416262928;67453772296;4.557124272244112E11;2.368611974515888E11;760027396972;0.10;0.02;0.47;0.34;0.27;0.52;1.54
United Kingdom;GBR;1965;A;54350000;2.863;0.0183;0.0116;25498237;0.00525150032921884;747235619067;76644581093;4.706189447998616E11;2.3306966064313843E11;780333186536;0.10;0.02;0.52;0.31;0.25;0.50;1.59
United Kingdom;GBR;1966;A;54643000;2.783;0.0179;0.011800000000000001;25632141;-0.00554538148022828;791414819344;76670558777;4.819466452421277E11;2.370681934418723E11;795685397461;0.10;0.02;0.52;0.30;0.22;0.49;1.64
United Kingdom;GBR;1967;A;54959000;2.679;0.0175;0.0112;25490001;-0.004384817403498728;839040910147;82553806430;4.8804929675658044E11;2.4744801440741956E11;818051117594;0.10;0.03;0.55;0.29;0.22;0.51;1.72
United Kingdom;GBR;1968;A;55214000;2.604;0.0172;0.0119;25378232;-8.081729255213681E-5;891669778535;87530685925;4.9991559580428937E11;2.5800542773171063E11;845451709461;0.10;0.03;0.52;0.29;0.25;0.52;1.78
United Kingdom;GBR;1969;A;55461000;2.507;0.0166;0.0119;25376181;-0.0026903969513773565;937465631590;94119264751;5.090828337522075E11;2.5600943525579248E11;859211533759;0.10;0.02;0.54;0.27;0.23;0.50;1.84
United Kingdom;GBR;1970;A;55632000;2.437;0.0162;0.011800000000000001;25307909;-0.003492584077175242;981057736161;98135272328;5.281982659948694E11;2.542904463301306E11;880623984653;0.10;0.03;0.54;0.26;0.23;0.48;1.86
United Kingdom;GBR;1971;A;55907000;2.408;0.0161;0.0115;25219519;0.0023994509966665106;1019381540072;102574892982;5.302644447131357E11;2.7251228380586432E11;905351621501;0.10;0.03;0.50;0.27;0.26;0.51;1.92
United Kingdom;GBR;1972;A;56079000;2.204;0.0149;0.012;25280032;0.013729848126774523;1054066938120;104712097944;5.6085908941426E11;2.7232026651174E11;937891453870;0.10;0.03;0.59;0.26;0.24;0.49;1.88
United Kingdom;GBR;1973;A;56210000;2.036;0.013900000000000001;0.0119;25627123;0.0016998786793195632;1109070989450;110512569908;6.04309785359582E11;2.9068477511441797E11;1005507130382;0.10;0.03;0.50;0.26;0.27;0.48;1.84
United Kingdom;GBR;1974;A;56224000;1.92;0.013099999999999999;0.0119;25670686;0.008467946668819056;1144815587699;118496466727;6.2815215591072E11;2.5041829150628003E11;997066914144;0.10;0.03;0.52;0.22;0.27;0.40;1.82
United Kingdom;GBR;1975;A;56215000;1.81;0.0124;0.011800000000000001;25888064;0.008429946712121848;1156678138914;121536396916;6.46645434924496E11;2.2406219903950403E11;992244030880;0.11;0.02;0.66;0.19;0.20;0.35;1.79
United Kingdom;GBR;1976;A;56206000;1.74;0.012;0.0121;26106299;0.004313480053223936;1183729882784;121882201512;6.37202911644E11;2.62073399094E11;1021158512250;0.10;0.02;0.57;0.22;0.22;0.41;1.86
United Kingdom;GBR;1977;A;56179000;1.69;0.011699999999999999;0.011699999999999999;26218908;0.005069547518912687;1210874474141;125236849905;6.154889605445898E11;2.8611596556741016E11;1026841776017;0.10;0.01;0.51;0.24;0.24;0.46;1.97
United Kingdom;GBR;1978;A;56167000;1.75;0.012199999999999999;0.0119;26351826;0.010263728972709519;1230429544513;134926252720;6.360728159171494E11;2.914242083248506E11;1062423276962;0.11;0.01;0.54;0.24;0.23;0.46;1.93
United Kingdom;GBR;1979;A;56228000;1.86;0.013099999999999999;0.012;26622294;0.007897140644604105;1252865578217;137194566980;6.41060877460017E11;3.1477247961798303E11;1093027924058;0.11;0.01;0.43;0.25;0.30;0.49;1.95
United Kingdom;GBR;1980;A;56314000;1.89;0.0134;0.011699999999999999;26832534;-0.0030041888701231125;1249918927563;138083423795;6.415229141987025E11;2.965938200312975E11;1076200158025;0.11;0.01;0.41;0.24;0.29;0.46;1.95
United Kingdom;GBR;1981;A;56383000;1.81;0.013;0.011699999999999999;26751924;-0.0018954524541860988;1232279087781;140413717533;6.289815252241136E11;2.9776038198688635E11;1067155624744;0.11;0.00;0.45;0.24;0.26;0.47;1.96
United Kingdom;GBR;1982;A;56340000;1.78;0.0128;0.011800000000000001;26701217;-0.0022314338705984823;1225067297637;142795897027;6.177859528960896E11;3.211655724129104E11;1081747422336;0.12;0.01;0.47;0.26;0.26;0.52;1.98
United Kingdom;GBR;1983;A;56383000;1.77;0.0128;0.011699999999999999;26641635;0.023230743908923008;1232187455257;142710263373;6.270680483888278E11;3.5118709472517224E11;1120965406487;0.12;0.01;0.46;0.29;0.32;0.56;1.96
United Kingdom;GBR;1984;A;56462000;1.77;0.0129;0.0114;27260540;0.00945241730354571;1250245484026;144299653165;6.406894555558242E11;3.627884899101758E11;1147777598631;0.12;0.01;0.46;0.29;0.28;0.57;1.95
United Kingdom;GBR;1985;A;56620000;1.8;0.013300000000000001;0.011800000000000001;27518218;9.923971094349204E-4;1272720607551;145600657927;6.55296896796295E11;3.8516017703470496E11;1186057731758;0.11;0.01;0.44;0.30;0.29;0.59;1.94
United Kingdom;GBR;1986;A;56796000;1.78;0.013300000000000001;0.011699999999999999;27545527;0.017602349739033855;1297460822515;146936225228;6.837105422533588E11;4.0482584230064124E11;1235472609782;0.11;0.02;0.44;0.31;0.35;0.59;1.90
United Kingdom;GBR;1987;A;56982000;1.82;0.0136;0.011300000000000001;28030393;0.015543877675921277;1327630844708;157844440068;7.030318856453872E11;4.300378969186128E11;1290914222632;0.12;0.03;0.52;0.32;0.31;0.61;1.89
